,y_train,y_train_pre,y_test,y_test_pre
0,97.6,97.01359020591364,99.9,100.28548708968759
1,100.0,98.60656550862599,99.9,98.60656550862599
2,99.7,98.60656550862599,99.7,99.74069237066651
3,97.8,97.01359020591364,99.9,97.81007785726982
4,98.0,97.81007785726982,87.0,97.01359020591364
5,99.7,97.81007785726982,99.8,99.19589765164542
6,96.8,98.60656550862599,65.5,97.01359020591364
7,99.4,97.01359020591364,98.9,100.28548708968759
8,99.9,98.60656550862599,99.9,99.74069237066651
9,99.7,100.28548708968759,99.8,97.81007785726982
10,99.4,99.19589765164542,100.0,97.81007785726982
11,99.6,99.74069237066651,,
12,92.5,97.81007785726982,,
13,100.0,99.19589765164542,,
14,99.9,97.81007785726982,,
15,99.9,98.60656550862599,,
16,99.9,100.28548708968759,,
17,99.8,100.28548708968759,,
18,87.3,97.01359020591364,,
19,99.9,98.60656550862599,,
20,99.3,99.74069237066651,,
21,99.8,99.74069237066651,,
22,97.8,100.28548708968759,,
23,99.9,99.19589765164542,,
24,99.8,99.74069237066651,,
25,99.5,97.81007785726982,,
26,99.8,98.60656550862599,,
27,100.0,99.19589765164542,,
28,96.9,97.01359020591364,,
29,99.8,100.28548708968759,,
30,99.3,97.01359020591364,,
31,99.4,100.28548708968759,,
32,99.8,99.19589765164542,,
33,97.9,99.74069237066651,,
34,99.5,99.19589765164542,,
35,99.9,100.28548708968759,,
36,100.0,98.60656550862599,,
37,99.9,99.74069237066651,,
38,99.9,99.74069237066651,,
39,95.4,97.01359020591364,,
40,99.9,99.19589765164541,,
41,99.9,99.19589765164542,,
42,97.4,97.81007785726982,,
