,y_train,y_train_pre,y_test,y_test_pre
0,99.9,99.53233672258241,99.8,99.53324592959788
1,99.9,99.53324592959788,99.9,99.52274411426399
2,99.9,99.5437477444808,87.3,92.36340418001367
3,99.9,99.53233672258241,99.4,99.52274411426399
4,99.9,99.52274411426399,98.9,99.52274411426399
5,97.6,92.36340418001367,97.4,98.66126407464955
6,99.9,99.52274411426399,100.0,99.53233672258241
7,99.9,99.5437477444808,99.9,99.5437477444808
8,99.8,99.52274411426399,99.8,99.54374774448081
9,100.0,98.66126407464955,99.9,99.53233672258241
10,97.8,99.52274411426399,100.0,99.54374774448081
11,97.8,92.36340418001367,,
12,99.8,99.53233672258241,,
13,87.0,92.36340418001367,,
14,97.9,99.53324592959788,,
15,99.5,98.66126407464955,,
16,99.9,99.53233672258241,,
17,100.0,99.53233672258241,,
18,99.8,99.52274411426399,,
19,96.8,99.53233672258241,,
20,95.4,92.36340418001367,,
21,99.8,98.66126407464955,,
22,99.6,99.53324592959788,,
23,96.9,92.36340418001367,,
24,99.4,99.5437477444808,,
25,99.9,99.53324592959788,,
26,99.3,99.53324592959788,,
27,99.5,99.5437477444808,,
28,99.9,99.53324592959788,,
29,92.5,98.66126407464955,,
30,99.9,98.66126407464955,,
31,99.7,99.53324592959788,,
32,99.8,99.53324592959788,,
33,99.7,99.52274411426399,,
34,99.7,98.66126407464955,,
35,100.0,99.5437477444808,,
36,99.3,92.36340418001367,,
37,99.4,92.36340418001367,,
38,99.9,98.66126407464955,,
39,98.0,98.66126407464955,,
40,99.8,99.54374774448081,,
41,65.5,92.36340418001367,,
42,99.7,99.53233672258243,,
