,y_train,y_train_pre,y_test,y_test_pre
0,65.5,95.79734840777643,99.8,97.1411599001285
1,100.0,99.4265162141854,99.9,100.68167132057943
2,99.5,96.73889322948126,99.9,97.1411599001285
3,99.8,98.39649349843184,99.9,97.55954493559318
4,99.9,95.79734840777643,99.7,99.4265162141854
5,100.0,98.39649349843184,99.9,96.73889322948126
6,99.8,97.1411599001285,99.9,96.73889322948126
7,99.5,95.79734840777643,98.9,99.4265162141854
8,99.9,96.11113718437494,99.4,98.7989386609884
9,95.4,96.73889322948126,96.8,95.79734840777643
10,100.0,96.73889322948126,96.9,97.55954493559317
11,99.7,98.39649349843184,,
12,99.9,97.1411599001285,,
13,99.4,98.7989386609884,,
14,99.9,97.55954493559318,,
15,97.6,100.68167132057943,,
16,99.9,96.11113718437494,,
17,99.9,97.55954493559318,,
18,99.8,98.7989386609884,,
19,97.8,98.39649349843184,,
20,92.5,95.79734840777643,,
21,99.9,95.79734840777643,,
22,87.0,96.11113718437494,,
23,99.8,97.55954493559318,,
24,99.9,98.7989386609884,,
25,100.0,98.39649349843184,,
26,97.8,100.68167132057943,,
27,99.6,98.7989386609884,,
28,100.0,96.73889322948126,,
29,99.8,99.4265162141854,,
30,99.8,98.7989386609884,,
31,97.9,100.68167132057943,,
32,99.8,97.55954493559318,,
33,99.7,98.39649349843184,,
34,99.7,100.68167132057943,,
35,99.9,96.11113718437494,,
36,87.3,97.1411599001285,,
37,99.9,96.11113718437494,,
38,99.3,99.4265162141854,,
39,99.4,100.68167132057943,,
40,98.0,96.11113718437494,,
41,97.4,97.1411599001285,,
42,99.3,99.4265162141854,,
