,y_train,y_train_pre,y_test,y_test_pre
0,99.9,99.40270561483466,99.7,99.55616890701818
1,98.0,96.66604796318792,99.9,99.54287266076506
2,99.9,99.18580692281252,98.9,99.49273350717954
3,96.9,93.99997383398109,99.8,99.55616890701818
4,99.3,99.41600186108778,99.8,99.33927021499603
5,99.9,99.69633595294857,99.8,99.33927021499603
6,87.3,93.99997383398109,99.9,99.3259739687429
7,99.9,99.69633595294857,99.9,99.69633595294857
8,99.9,99.47943726092642,99.5,99.61960430685681
9,92.5,96.66604796318792,99.8,99.3259739687429
10,99.4,99.49273350717954,99.4,99.10907527672076
11,97.8,99.49273350717954,,
12,99.8,99.63290055310993,,
13,95.4,82.63397579444735,,
14,99.9,99.77306759904032,,
15,99.9,99.77306759904032,,
16,97.8,93.99997383398109,,
17,99.6,99.41600186108778,,
18,87.0,82.63397579444735,,
19,99.9,99.26253856890426,,
20,99.8,99.55616890701818,,
21,99.5,96.66604796318792,,
22,99.3,99.10907527672076,,
23,99.9,99.47943726092642,,
24,100.0,99.61960430685681,,
25,100.0,99.54287266076506,,
26,100.0,99.40270561483466,,
27,99.7,99.63290055310993,,
28,99.8,99.63290055310993,,
29,99.9,99.61960430685681,,
30,99.4,99.33927021499603,,
31,97.4,99.3259739687429,,
32,97.6,99.10907527672076,,
33,99.9,99.77306759904032,,
34,100.0,99.18580692281252,,
35,97.9,99.41600186108778,,
36,99.7,99.18580692281252,,
37,100.0,99.47943726092642,,
38,99.8,99.26253856890426,,
39,99.9,99.40270561483466,,
40,99.7,99.26253856890426,,
41,96.8,99.54287266076506,,
42,65.5,82.63397579444735,,
