,y_train,y_train_pre,y_test,y_test_pre
0,99.3,99.30345991459374,99.9,99.89351910716721
1,100.0,99.98329601149258,99.8,99.7474755750222
2,99.9,99.89403569599568,100.0,100.08128648438226
3,99.8,99.8196364325553,99.9,99.92557153801381
4,95.4,95.39862008083414,65.5,84.86550015669354
5,99.9,99.92220966082961,99.3,99.60234479044966
6,99.9,99.86708739146563,99.8,99.85984072977188
7,99.8,99.75623192806357,100.0,99.61498996036607
8,97.8,97.80285774689405,99.7,99.12096182611442
9,96.8,96.7993739859592,99.5,99.76855467772454
10,99.9,99.9009947013929,99.7,99.08169879144481
11,99.9,99.90253366530665,,
12,99.7,99.70880848301823,,
13,100.0,100.01577597264695,,
14,99.5,99.50529629287102,,
15,98.0,97.99801299160985,,
16,99.8,99.79711226448559,,
17,99.9,99.90495000839398,,
18,99.4,99.39918797987788,,
19,98.9,98.8980299820716,,
20,99.8,99.81702663278922,,
21,99.4,99.39920764173793,,
22,99.6,99.6179577138481,,
23,99.9,99.88753847234618,,
24,97.6,97.59903363927772,,
25,99.9,99.9277763069882,,
26,99.9,99.89320938950272,,
27,87.0,87.0035306162343,,
28,99.9,99.91780651387343,,
29,99.9,99.91565658848727,,
30,99.9,99.88449751897316,,
31,99.9,99.8859790464359,,
32,100.0,99.99288391910822,,
33,97.4,97.40110161371565,,
34,97.9,97.91482436748153,,
35,99.7,99.69544571099243,,
36,99.4,99.39457172294932,,
37,96.9,96.89808826868317,,
38,99.8,99.801559035985,,
39,87.3,87.30157538153729,,
40,97.8,97.790051481541,,
41,99.8,99.78553867501343,,
42,92.5,92.49737236412983,,
