,y_train,y_train_pre,y_test,y_test_pre
0,99.4,99.39557040787035,99.8,99.8798807014671
1,99.9,99.9090683050092,87.3,86.68393788964407
2,99.3,99.29007059530947,98.9,98.9634166312516
3,99.9,99.94369682396082,96.8,96.47113194127284
4,99.9,99.93482079035552,99.8,99.52672366115159
5,99.5,99.50017336942754,99.8,99.88572708192493
6,98.0,97.99798661750609,99.9,99.6338430414505
7,99.6,99.63254589454552,99.9,99.92193826189492
8,99.5,99.5157012347229,99.8,99.94250749301405
9,99.8,99.73835547568795,99.9,99.9145440939189
10,99.4,99.4043433184869,97.6,99.87057202255453
11,99.9,99.88123722024864,,
12,99.3,99.29927874481353,,
13,99.9,99.94376296634302,,
14,99.4,99.39954605694129,,
15,100.0,99.93976862466755,,
16,92.5,92.50155944182767,,
17,100.0,99.94558996315995,,
18,100.0,99.9455170141509,,
19,99.7,99.75618655910031,,
20,99.8,99.7553350533279,,
21,100.0,99.90488832452154,,
22,99.9,99.90610340874345,,
23,99.9,99.93746123539903,,
24,97.8,97.79531298314096,,
25,95.4,95.39981877465448,,
26,99.9,99.93697643787611,,
27,99.9,99.91582159381586,,
28,99.9,99.8856269701328,,
29,100.0,99.91210288013646,,
30,97.8,97.80049844040063,,
31,99.9,99.94212588322284,,
32,65.5,65.49977291408597,,
33,87.0,86.99977864749864,,
34,99.7,99.68139642816071,,
35,99.9,99.94291010349109,,
36,97.9,97.90065052977282,,
37,99.7,99.75623197478237,,
38,97.4,97.39724141725436,,
39,99.8,99.84467909952373,,
40,99.7,99.7049417546942,,
41,99.8,99.80391178278137,,
42,96.9,96.90215836053555,,
