,y_train,y_train_pre,y_test,y_test_pre
0,100.0,99.98941765665306,99.8,99.84501703404258
1,99.8,99.80919398691516,99.8,99.5699416924882
2,97.9,97.92821851754445,99.9,99.8964410648964
3,97.4,97.40299667258996,96.8,98.29518994176802
4,99.9,99.95490042988114,99.7,102.45300479868042
5,99.8,99.71237100801746,99.8,99.79212487558344
6,99.9,99.85735383086124,100.0,99.9831472713469
7,100.0,99.95882816738896,99.9,99.90957705240798
8,99.3,99.29987842342652,99.5,99.85121426614285
9,98.9,98.8830442255843,99.4,98.42549213717108
10,99.9,99.93088552271,87.0,77.24945902261955
11,99.9,99.89900104201085,,
12,99.9,99.86523431587482,,
13,100.0,99.90080731960802,,
14,99.7,99.6747586856006,,
15,99.9,99.90638140535947,,
16,95.4,95.39665854173036,,
17,96.9,96.90065158614243,,
18,97.6,97.60024321692322,,
19,99.9,99.89033175703155,,
20,92.5,92.49625001269573,,
21,99.9,99.86639154196637,,
22,99.8,99.84114678129325,,
23,99.4,99.45236014898391,,
24,65.5,65.50042868680774,,
25,87.3,87.29975202620494,,
26,99.3,99.27589004856684,,
27,99.8,99.87097996543888,,
28,99.7,99.77600797611424,,
29,97.8,97.77788969213854,,
30,99.8,99.85291932308776,,
31,99.4,99.39803510118382,,
32,99.9,99.93084009011488,,
33,99.9,99.8399339292741,,
34,99.7,99.8074077260305,,
35,99.6,99.60484372490994,,
36,99.9,99.87411916168215,,
37,99.9,99.86870736349987,,
38,98.0,98.00368537181222,,
39,97.8,97.80136235214121,,
40,99.5,99.50569565981388,,
41,99.9,99.90839152973054,,
42,100.0,99.98287841146727,,
