,y_train,y_train_pre,y_test,y_test_pre
0,97.9,97.85042381185731,99.4,99.83293530171802
1,99.7,99.70174452280366,92.5,97.18202422328233
2,99.7,99.73816023280148,99.9,99.83293668384613
3,99.4,97.47333455120733,99.9,99.83292464916633
4,99.9,99.83293591068909,99.9,99.83291304223022
5,97.6,97.60213161087478,99.8,99.83293591068909
6,99.9,99.83107175521535,99.8,99.83293284850771
7,99.9,99.82592741040413,98.9,99.73816023280148
8,99.3,99.83287612092516,99.8,99.83293780210407
9,99.7,99.83265070534299,100.0,99.83265070534301
10,87.0,87.15077122414326,97.8,99.26771676163405
11,99.9,99.82226159352795,,
12,100.0,99.83293780210404,,
13,100.0,99.83293284850771,,
14,97.4,97.43821444362271,,
15,99.9,99.83291304223022,,
16,96.8,97.29325110286622,,
17,99.3,99.26771676163405,,
18,99.6,99.83293742777202,,
19,100.0,99.83287262773308,,
20,99.9,99.81238023338726,,
21,96.9,96.78253670674655,,
22,99.8,99.82122342380639,,
23,99.9,99.83293530171802,,
24,100.0,99.82122342380639,,
25,99.9,99.81238023338726,,
26,99.8,99.83293600555544,,
27,99.7,99.83287612092516,,
28,98.0,97.43821444362271,,
29,99.4,99.3872369768539,,
30,97.8,97.85026753979545,,
31,87.3,87.15077122414326,,
32,95.4,97.47333455120733,,
33,99.9,99.83293742777202,,
34,99.9,99.83288735211441,,
35,65.5,65.50056423622446,,
36,99.5,99.53376531748954,,
37,99.5,99.82937152744175,,
38,99.8,99.83287262773308,,
39,99.9,99.82937152744175,,
40,99.8,99.83293584339519,,
41,99.8,99.832937305876,,
42,99.9,99.83293584339519,,
