,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
63,0.016004180908203124,0.014604439441217447,0.0006005287170410157,0.0004903299456281762,tanh,0.0001,"(10, 10)",lbfgs,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-11.850765905703224,-2.925180164769728,-4.427116265994585,-2.667260539453318,-2.2995347186721005,-4.833971518918591,3.5822458167997535,1
57,0.019805765151977538,0.020356077779931498,0.0006000518798828125,0.0008002282041373018,tanh,1e-05,"(10, 10)",lbfgs,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-11.850779557000633,-2.925187044635744,-4.427272266001804,-2.667245791149827,-2.299504889976609,-4.833997909752924,3.582252893473388,2
35,0.6517476081848145,0.5246698229301152,0.0004005908966064453,0.0004906216519379017,identity,0.001,"(100, 100)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-11.809075141834073,-2.9499638412840508,-3.96579248330431,-2.8209299118764233,-3.0516565409615337,-4.919483583852078,3.4683630704919506,3
33,0.04400949478149414,0.06952119885589542,0.0004004955291748047,0.0004905051292965881,identity,0.001,"(10, 10)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-11.8091007137869,-2.9499697174590436,-3.965779837503035,-2.820965656131782,-3.0516543254631197,-4.919494050068776,3.4683691710576485,4
30,0.19504432678222655,0.10278357825766386,0.0005996227264404297,0.000489590308479386,identity,0.001,"(10,)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-11.809033381314642,-2.9500090209003766,-3.965616114546889,-2.821167024249461,-3.051668397216624,-4.9194987876455984,3.468321079986735,5
29,0.06761603355407715,0.026769664458022983,0.0007997989654541015,0.00039990134125902357,identity,0.0001,"(100, 100)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-11.8090729205487,-2.949996126889492,-3.965807177633512,-2.8209951552374135,-3.051667298875294,-4.919507735836882,3.468348659398944,6
13,0.01000227928161621,0.0008950593887250065,0.0004004955291748047,0.0004905048511664814,relu,0.001,"(30,)",lbfgs,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-11.809061499980894,-2.94998303538137,-3.965818520075493,-2.821005208915513,-3.0516748125371915,-4.919508615378092,3.468342959392818,7
28,0.013203191757202148,0.0011646179460629397,0.0008001327514648438,0.0004000674839936502,identity,0.0001,"(30, 30)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-11.809067934554552,-2.9499968753073595,-3.965808316796761,-2.821001386020596,-3.0516763452326905,-4.919510171582392,3.4683448025619326,8
22,0.013802242279052735,0.001168625006862558,0.0005997657775878906,0.0004897067609269814,identity,1e-05,"(30, 30)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-11.809067722898419,-2.9499976954782365,-3.965809225056896,-2.821001066631337,-3.051675433518103,-4.919510228716598,3.4683447122254556,9
27,0.01040191650390625,0.0008025421160160992,0.00020012855529785156,0.0004002571105957031,identity,0.0001,"(10, 10)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-11.809070868288805,-2.9500029331927506,-3.965807106276215,-2.8209986400499996,-3.051677011430098,-4.9195113118475735,3.4683456071901992,10
