,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
17,0.34207987785339355,0.22313523014715075,0.0010000705718994141,1.3621193749509525e-06,relu,0.001,"(100, 100)",lbfgs,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-9.487597371212978,-1.692236109493847,-3.7083668144305895,-3.256194451488885,-2.360548577146157,-4.100988664754491,2.7826103970064504,1
10,0.08161869049072265,0.11560828776933313,0.0006002902984619141,0.0004901353087198786,relu,0.0001,"(30, 30)",lbfgs,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-10.294949900590371,-3.0974738649508042,-3.7090634259923565,-1.2942868809526888,-2.3701115066506375,-4.153177115827371,3.1744509952039355,2
60,0.03060803413391113,0.015386217713446254,0.0006010532379150391,0.0004907582457528043,tanh,0.0001,"(10,)",lbfgs,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-9.486634468662936,-1.6132357550980856,-3.7077402991565074,-1.2994039611017367,-4.667288071443482,-4.15486051109255,2.9497050880494506,3
54,0.03157029151916504,0.01269397268828548,0.0006363391876220703,0.0005238818263828683,tanh,1e-05,"(10,)",lbfgs,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-9.486544160509041,-1.6132110194244096,-3.7079999178526983,-1.3104863136764804,-4.667323215612765,-4.157112925415079,2.9475269056394318,4
61,0.06161656379699707,0.027469592184196416,0.0009985923767089843,0.0006321858525143953,tanh,0.0001,"(30,)",lbfgs,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-9.486543712929517,-1.6232742639140554,-3.705329880892483,-1.3073528453450838,-4.667515355072486,-4.158003211630725,2.946486653350229,5
64,0.10002408027648926,0.06424063788153542,0.00020017623901367188,0.00040035247802734376,tanh,0.0001,"(30, 30)",lbfgs,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-9.486566296014026,-1.622799390002956,-3.7089501957701274,-1.3051943778270148,-4.667451957647695,-4.158192443452364,2.9468813230432387,6
58,0.09522438049316406,0.1344464260134642,0.000999116897583008,2.2497417663737198e-06,tanh,1e-05,"(30, 30)",lbfgs,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-9.485788560482275,-1.6228021012184282,-3.7089197147571444,-1.308706380368869,-4.667073055174096,-4.158657962400162,2.9459076623542853,7
55,0.06961569786071778,0.02537385457868077,0.0006003379821777344,0.0004901740567391855,tanh,1e-05,"(30,)",lbfgs,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-9.486346147544085,-1.6238798636816119,-3.7080632391325303,-1.3106179538358382,-4.667640178474016,-4.1593094765336165,2.945599758175275,8
16,0.08482599258422852,0.10374795532593235,0.0005997180938720703,0.0004896687560248515,relu,0.001,"(30, 30)",lbfgs,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-10.294948876854333,-3.097471147758511,-3.7087409381526206,-1.3383736058845976,-2.370111924124216,-4.161929298554855,3.1665582655472386,9
4,0.03540987968444824,0.026759924531758492,0.0003993511199951172,0.0004891063100992355,relu,1e-05,"(30, 30)",lbfgs,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-10.294950012199278,-3.097474136903785,-3.7089954885217935,-1.3384079141668386,-2.370111462492326,-4.161987802856805,3.1665451536348788,10
69,0.15163378715515136,0.04835809494463711,0.0008005142211914062,0.0004002589852191689,tanh,0.001,"(10, 10)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-9.488715058190717,-1.6525607263701023,-3.7060118867140694,-1.2977146070631418,-4.670188729330193,-4.163038201533644,2.944197179067581,11
67,0.22465057373046876,0.11428012843652557,0.00020055770874023439,0.00040111541748046877,tanh,0.001,"(30,)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-9.489711564956895,-1.6241628303755842,-3.704990417017881,-1.3309706345071444,-4.677955017252196,-4.165558092821939,2.9432926910461403,12
66,0.19104385375976562,0.08166030955034995,0.0008004188537597656,0.0004002100092196082,tanh,0.001,"(10,)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-9.489803690494501,-1.6500116303250139,-3.7048289734437208,-1.33092830762615,-4.670847378925891,-4.169283996163055,2.9386462999398724,13
50,0.3916903495788574,0.10678094212309916,0.0006007194519042969,0.0004904933132635843,logistic,0.001,"(100,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-9.490595373288322,-1.6913354773919471,-3.6978630038906766,-1.3065639799565119,-4.674425926409553,-4.172156752187402,2.936975123599268,14
38,0.08701972961425782,0.06707622915429488,0.0006002902984619141,0.0004901354478898011,logistic,1e-05,"(100,)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-9.488480886288126,-1.6884937919784762,-3.7045623263508056,-1.315710345247634,-4.672163462718475,-4.173882162516703,2.934614334010526,15
44,0.2978677272796631,0.19645210103043345,0.00019974708557128905,0.0003994941711425781,logistic,0.0001,"(100,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-9.48963261269421,-1.6897686327105252,-3.7038191019889712,-1.3334441632560285,-4.670517902258297,-4.177436482581607,2.9313360120626983,16
48,0.31687321662902834,0.09392398875898879,0.00040035247802734376,0.0004903296673987,logistic,0.001,"(10,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-9.4912769962068,-1.691242796279919,-3.700979364195953,-1.33154424306891,-4.674876179116176,-4.177983915773551,2.932289850199079,17
49,0.5009141445159913,0.08919864586507027,0.0006007194519042969,0.0004904874491791812,logistic,0.001,"(30,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-9.490999681781974,-1.6913584379232127,-3.6996456287945967,-1.3333783968205477,-4.6755576330070685,-4.17818795566548,2.931880293194677,18
68,0.3738853931427002,0.09519316505959467,0.0007987022399902344,0.0003993542656845775,tanh,0.001,"(100,)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-9.488959953788498,-1.6873470930962637,-3.7034949619835906,-1.334627749280681,-4.677993218447919,-4.178484595319391,2.9315374930233298,19
70,0.576529598236084,0.26128044932170535,0.00020003318786621094,0.0004000663757324219,tanh,0.001,"(30, 30)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-9.48797429279592,-1.6867366838068398,-3.7042527372637535,-1.334904024678114,-4.678611541683728,-4.1784958560456715,2.9312271075747693,20
51,0.7211653709411621,0.09053645023175268,0.00040078163146972656,0.000490855392446544,logistic,0.001,"(10, 10)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-9.490090432727872,-1.6912966487112109,-3.701785858953958,-1.3334357284229315,-4.676003926204509,-4.178522519004096,2.931495545670825,21
71,1.1589997291564942,0.3355798585555727,0.0005997180938720703,0.0004896690346298571,tanh,0.001,"(100, 100)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-9.48771149241332,-1.6871350634525963,-3.7038705620229546,-1.3351044274262858,-4.678880307984109,-4.178540370659853,2.9310468385280726,22
59,0.49491281509399415,0.09656925566481081,0.000999593734741211,3.855015360147044e-06,tanh,1e-05,"(100, 100)",lbfgs,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-9.487658616197395,-1.687221000113197,-3.7042043416090658,-1.3353178475392424,-4.678870170837429,-4.178654395259267,2.930960510806459,23
46,0.5241183280944824,0.1760862962569649,0.0007999897003173828,0.00039999906726189175,logistic,0.0001,"(30, 30)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-9.488547808672807,-1.6869213000874586,-3.7042264161323395,-1.3350392647779856,-4.678685198016785,-4.178683997537474,2.9313806165829908,24
62,0.15443768501281738,0.07920409704284728,0.0007992744445800781,0.00039964008125454117,tanh,0.0001,"(100,)",lbfgs,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-9.488611903400937,-1.6875429686398644,-3.7039215475632132,-1.3348013107849452,-4.678727754489536,-4.178721096975699,2.9313556544106283,25
