,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
48,0.4356986999511719,0.07333161221309975,0.0,0.0,logistic,0.001,"(10,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-1.1881307375549741,-0.2230377299680426,-1.496475236576705,-0.9489977549317554,-1.3978710362989901,-1.0509024990660936,0.4546423808823483,1
66,0.3556846618652344,0.12119369250304937,0.0007996082305908204,0.000399828352384878,tanh,0.001,"(10,)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-1.2189145748753096,-0.287495150146369,-1.5074197583952518,-1.0033846078922706,-1.5357123646289765,-1.1105852911876355,0.45583225498408114,2
67,0.903808307647705,0.42154452359698796,0.0007979393005371094,0.000398988869756816,tanh,0.001,"(30,)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-1.281531669394026,-0.22480691853992948,-1.5451932203070562,-1.0735528915269965,-1.7945018635329635,-1.1839173126601943,0.537575183841799,3
49,0.9048062324523926,0.17485703397343125,0.00019989013671875,0.0003997802734375,logistic,0.001,"(30,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-1.0803583773021637,-0.2378694007568759,-1.7031747683685794,-1.3535125793139453,-1.795881837908255,-1.2341593927299639,0.5596429596810129,4
42,0.4284966468811035,0.1614445057416422,0.0006011009216308593,0.0004907979823253712,logistic,0.0001,"(10,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-1.475044238894807,-0.19264623815005769,-1.7085640953778132,-1.2232018511017162,-2.0440892726503495,-1.3287091392349488,0.6291650319995291,5
40,0.7595727443695068,0.06790095249386144,0.0004000663757324219,0.0004899794507158651,logistic,1e-05,"(30, 30)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-1.7878920858723828,-0.21157057274782579,-2.065348200485128,-1.4297184489070405,-1.153316574005492,-1.329569176403574,0.6391316603069559,6
54,0.09962496757507325,0.13082238422673437,0.0013995647430419921,0.0018534273688717111,tanh,1e-05,"(10,)",lbfgs,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-1.2041836955922887,-0.3289361993548288,-1.1686020363754699,-1.4516023254080552,-2.6308688758911822,-1.356838626524365,0.7412763555540642,7
55,0.2816661834716797,0.08561438304090147,0.0006001472473144531,0.000490021268880324,tanh,1e-05,"(30,)",lbfgs,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-1.5185491944895908,-0.2364339694543624,-1.9049905634982125,-1.172324201790925,-2.013414704726402,-1.3691425267918986,0.639735607728205,8
50,1.4991426944732666,0.439175576071159,0.0005997180938720703,0.0004896681523801292,logistic,0.001,"(100,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-1.916024479866429,-0.22759022879606433,-1.6777378298852637,-1.357027606160552,-1.8218523088421388,-1.4000464907100896,0.6160795766597144,9
65,12.603861236572266,5.682848873144603,0.0007996082305908204,0.0003998087325049324,tanh,0.0001,"(100, 100)",lbfgs,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-2.7617439276689164,-0.29099071740718163,-0.905588527298474,-1.4380463585875318,-1.619806352848094,-1.4032351767620395,0.8219976695915676,10
