,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1,0.010402727127075195,0.008310620070361197,0.0006002902984619141,0.0004901350071849108,relu,1e-05,"(30,)",lbfgs,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-2.6749630782305034,-2.6691973342753283,-2.234652673824966,-11.383772193434355,-3.9670798498664857,-4.5859330259263285,3.4481240623750447,1
7,0.01800379753112793,0.022031928628257782,0.0006003856658935546,0.0004902132840750185,relu,0.0001,"(30,)",lbfgs,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-2.6749630051108664,-2.6691972821025143,-2.234653193567615,-11.383809087047275,-3.967079316188249,-4.585940376803303,3.4481385714124584,2
13,0.04460806846618652,0.0697547093511332,0.0008011341094970703,0.0007492969156404418,relu,0.001,"(30,)",lbfgs,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-2.6749484414160145,-2.6691974422531093,-2.234659154645675,-11.383882202140718,-3.967074369885914,-4.585952322068286,3.448168361156706,3
30,0.005201530456542969,0.0003998538567895694,0.0010010719299316407,7.136645101116069e-07,identity,0.001,"(10,)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-2.674945492508541,-2.6691814171412016,-2.2346632344221744,-11.622669784609464,-3.967076640161414,-4.633707313768559,3.54235840195226,4
22,0.01640353202819824,0.0031403049656693067,0.0006005764007568359,0.0004903756797710793,identity,1e-05,"(30, 30)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-2.674952868099733,-2.669196958098718,-2.234652111540395,-11.622674770045997,-3.9670799780466925,-4.633711337166306,3.5423592107197504,5
28,0.016603422164916993,0.004717671124973111,0.0004002571105957031,0.0004902129362053816,identity,0.0001,"(30, 30)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-2.674953207508629,-2.669197514578159,-2.2346529848584886,-11.622674538190472,-3.967079492720065,-4.633711547571162,3.5423589199491734,6
27,0.010201501846313476,0.001721799966185955,0.0005994796752929688,0.0004894737168397511,identity,0.0001,"(10, 10)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-2.674955941105993,-2.6691964581595555,-2.2346522984042854,-11.62267535262549,-3.967079542334307,-4.633711918525926,3.5423591472961253,7
21,0.011203718185424805,0.003127690861398529,0.0005990505218505859,0.0004891374232453334,identity,1e-05,"(10, 10)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-2.674955941238007,-2.6691966918485526,-2.2346519930041606,-11.622675084019848,-3.967079932180713,-4.633711928458256,3.542359042065112,8
0,0.005001449584960937,0.0006327114429255893,0.0004002571105957031,0.0004902128434401034,relu,1e-05,"(10,)",lbfgs,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-2.674957238767473,-2.669196207890558,-2.2346520341134015,-11.622675419511957,-3.9670797019283546,-4.633712120442349,3.5423590877302873,9
33,0.008802080154418945,0.0014695679693873694,0.0006010532379150391,0.0004907600526622335,identity,0.001,"(10, 10)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-2.674957469777621,-2.6691941987711783,-2.234655319786025,-11.62267806056825,-3.967075646776227,-4.63371213913586,3.5423600347538136,10
