,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4,0.06961784362792969,0.041854624002624234,0.0006001949310302735,0.0004900572096040241,relu,1e-05,"(30, 30)",lbfgs,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-5.168602863848951,-3.9818683293477632,-2.249028920000293,-11.154734588926418,-1.2932521079735548,-4.769497362019395,3.4637534950416895,1
15,0.0632133960723877,0.10642595197804762,0.0006001949310302735,0.0004900577199748703,relu,0.001,"(10, 10)",lbfgs,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-4.131175409898951,-3.8626743908775376,-2.8709057124578465,-11.154809573345462,-2.2686645486942822,-4.857645927054816,3.2193775490320675,2
32,0.013202905654907227,0.012909398927682642,0.0006003379821777344,0.0004901739639665494,identity,0.001,"(100,)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-4.1311652165971555,-3.8626743876068845,-2.870875794582225,-11.451657205795657,-2.2686749927728402,-4.917009519470953,3.3355998923269907,3
29,0.07321629524230958,0.03437226307398229,0.0008007049560546875,0.0004003536990829973,identity,0.0001,"(100, 100)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-4.131179787621307,-3.862672637771373,-2.8709182001023166,-11.451618580903652,-2.2686650159550563,-4.917010844470741,3.3355805644540797,4
23,0.06201624870300293,0.03134862327235666,0.0007990360260009766,0.00039952189366836605,identity,1e-05,"(100, 100)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-4.131179867138873,-3.8626741671857907,-2.870915165221384,-11.451622261018223,-2.268662834717641,-4.917010859056382,3.335582624630408,5
34,0.013805246353149414,0.0007476557969560986,0.00019931793212890625,0.0003986358642578125,identity,0.001,"(30, 30)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-4.131180636481903,-3.8626748775037183,-2.8708859575023418,-11.451625271846165,-2.268688442508599,-4.917011037168545,3.335583240133482,6
19,0.006402730941772461,0.0004885204481804707,0.0008014202117919922,0.0007493735357229076,identity,1e-05,"(30,)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-4.1311823999162165,-3.8626724933279264,-2.8709144053762734,-11.451621744971384,-2.2686674165273955,-4.91701169202384,3.3355817745726317,7
28,0.01660332679748535,0.0052404258153364485,0.0005997180938720703,0.0004896682916828235,identity,0.0001,"(30, 30)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-4.131179217739197,-3.8626724715789504,-2.8709061992318405,-11.451622956261788,-2.2686788447931323,-4.917011937920981,3.335581592510324,8
25,0.006206369400024414,0.0003980471573787324,0.0005963325500488281,0.0007981000793912271,identity,0.0001,"(30,)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-4.131183758554898,-3.8626727485835666,-2.8709128814950278,-11.451621145780603,-2.268670061135066,-4.917012119109833,3.3355812266574234,9
22,0.01400299072265625,0.0006326362918695365,0.0006012916564941406,0.0004909536082662049,identity,1e-05,"(30, 30)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-4.131179081509594,-3.8626722294539144,-2.8709088414549595,-11.45162271204057,-2.2686778779872534,-4.917012148489258,3.3355813479115928,10
0,0.0048024654388427734,0.0004000663757324219,0.0006000041961669922,0.0004899013824479931,relu,1e-05,"(10,)",lbfgs,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-4.131178815808186,-3.8626726877509574,-2.8709065751675173,-11.45162238449134,-2.2686806566886184,-4.917012223981325,3.3355810399187433,11
18,0.005400991439819336,0.0004900009495588632,0.000600433349609375,0.0004902517847608633,identity,1e-05,"(10,)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-4.131175015383621,-3.862671481986002,-2.8709149964717104,-11.451621118592973,-2.268680687128203,-4.917012659912502,3.3355797612318594,12
6,0.005000877380371094,2.7804145311571603e-07,0.0006000995635986328,0.000489979334704009,relu,0.0001,"(10,)",lbfgs,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-4.131179718300046,-3.8626732370937487,-2.8709116891384014,-11.45162127917685,-2.2686834432065526,-4.9170138733831195,3.335579459711631,13
24,0.00600128173828125,0.0006310533356270216,0.0005995750427246094,0.0004895525824971489,identity,0.0001,"(10,)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-4.131177189372309,-3.8626725784973703,-2.8709141221638284,-11.451618684187581,-2.26868689923578,-4.917013894691374,3.3355777564722824,14
3,0.007802248001098633,0.0004005441495339478,0.00020012855529785156,0.0004002571105957031,relu,1e-05,"(10, 10)",lbfgs,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-4.13118141686104,-3.8626721990975343,-2.8709146638899843,-11.45162121028915,-2.2686806275028926,-4.91701402352812,3.335579500468481,15
9,0.009401702880859375,0.0023328456616368786,0.00020012855529785156,0.0004002571105957031,relu,0.0001,"(10, 10)",lbfgs,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-4.131180110557385,-3.862672407290442,-2.870913690072621,-11.451621353736467,-2.2686826443209074,-4.917014041195565,3.3355794042768196,16
1,0.006801748275756836,0.001600313254133856,0.0006000995635986328,0.000489979265096882,relu,1e-05,"(30,)",lbfgs,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-4.13117940147629,-3.8626724979927722,-2.8709158070326324,-11.451621939213819,-2.2686812297325143,-4.917014175089606,3.335579626261825,17
35,0.22805309295654297,0.3701139066713779,0.0006000518798828125,0.0004899403160383116,identity,0.001,"(100, 100)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-4.131179089116862,-3.862655734551372,-2.8709381111571233,-11.451581543803295,-2.2687166730681585,-4.917014230339363,3.3355565088407126,18
21,0.009002685546875,0.001264895001288481,0.0004004001617431641,0.0004903883285914136,identity,1e-05,"(10, 10)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-4.131179579308163,-3.862672344196778,-2.8709151519609497,-11.451622329630334,-2.268682383809861,-4.917014357781217,3.3355796776823805,19
27,0.0076010704040527345,0.0004900229161051333,0.0005993366241455079,0.0004893603545198886,identity,0.0001,"(10, 10)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-4.13118041273908,-3.8626728078425314,-2.870918124905903,-11.451621567474213,-2.268685022006577,-4.917015586993661,3.335578526822081,20
7,0.006201791763305664,0.0014705154163547778,0.0008005142211914062,0.0004002574514369863,relu,0.0001,"(30,)",lbfgs,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-4.131179253968294,-3.8626738620958414,-2.8709311597138574,-11.451620221813457,-2.2686872619060123,-4.917018351899492,3.3355760326981563,21
12,0.006802177429199219,0.0017197086899260452,0.0003994941711425781,0.0007989883422851562,relu,0.001,"(10,)",lbfgs,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-4.131188575337152,-3.8626739366564196,-2.8709129782527243,-11.45160669147544,-2.268723178531826,-4.917021072050712,3.335566814702409,22
26,0.007400369644165039,0.0004940247346946542,0.0005990982055664063,0.0004891650761644667,identity,0.0001,"(100,)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-4.131178789804949,-3.8626730583666062,-2.870962073475128,-11.45162279559017,-2.2686806155457293,-4.9170234665565165,3.3355743766552166,23
20,0.007603597640991211,0.0004897477527678973,0.0007983207702636719,0.0003991636177682178,identity,1e-05,"(100,)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-4.1311794761264515,-3.8626727005835515,-2.870965485975158,-11.45162252644923,-2.2686805064884226,-4.917024139124562,3.3355738601504297,24
33,0.06661505699157715,0.11673021234800167,0.0004001140594482422,0.0004900377872784653,identity,0.001,"(10, 10)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-4.131188109373094,-3.8626774494239178,-2.870936508198787,-11.451623599344309,-2.268699722024384,-4.917025077672898,3.3355740772728915,25
30,0.08361935615539551,0.06388467688119917,0.0006005287170410157,0.0004903313367731894,identity,0.001,"(10,)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-4.131124150060566,-3.8626900877479193,-2.871121047842209,-11.45158311929149,-2.2687495877315182,-4.917053598534741,3.3355298740715464,26
31,0.051413345336914065,0.056471816182145966,0.0004001140594482422,0.0004900377872784653,identity,0.001,"(30,)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-4.131396775899578,-3.862675495707576,-2.870926395185412,-11.45163764913941,-2.2687206088408725,-4.9170713849545695,3.3355677986242984,27
