,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
14,0.12142720222473144,0.0762440358603463,0.0003989696502685547,0.0004886431582166375,relu,0.001,"(100,)",lbfgs,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-2.3967254393307242,-3.3323675428642883,-1.4293288739908556,-1.3094147960471232,-2.4650892605489156,-2.1865851825563816,0.7453060673306645,1
12,0.0908233642578125,0.06887740400841162,0.0006006240844726562,0.0004904079827642332,relu,0.001,"(10,)",lbfgs,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-3.1851181872238916,-3.6921740767465954,-0.7561102687365268,-1.0202532711330319,-2.4020516558397182,-2.211141491935953,1.158780861582468,2
15,0.10042405128479004,0.037450619485718616,0.0005999565124511719,0.0004898646922838665,relu,0.001,"(10, 10)",lbfgs,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-2.8706709841080906,-3.5909950803059254,-1.6023404885437391,-0.6649162340034827,-2.519791252740867,-2.2497428079404207,1.0186501512531743,3
0,0.029207420349121094,0.016622206548823425,0.00020003318786621094,0.0004000663757324219,relu,1e-05,"(10,)",lbfgs,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-3.3775709650523416,-3.601618802671865,-0.7560411925728647,-1.1758704256976655,-2.341314395601606,-2.2504831563192687,1.1394993708896166,4
6,0.021204710006713867,0.014278140944982903,0.0008002758026123047,0.0004001386790815512,relu,0.0001,"(10,)",lbfgs,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-3.3775597835125226,-3.6046866730377167,-0.7560463239126854,-1.1757957878467005,-2.3413249829984366,-2.2510827102616124,1.1402380202760833,5
2,0.10882635116577148,0.06928134090233286,0.0012000083923339843,0.000979510777476714,relu,1e-05,"(100,)",lbfgs,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-2.3960981742671588,-3.6015542783933476,-1.4561938900308373,-1.309382795145285,-2.7548244181641723,-2.30361071120016,0.8489298748022113,6
8,0.11882762908935547,0.08816819215314443,0.0009994983673095703,0.001094408255544929,relu,0.0001,"(100,)",lbfgs,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-2.4761064705981237,-3.606542058881183,-1.4392508165187103,-1.309386779309965,-2.8363611027189743,-2.3335294456053917,0.8651394644077323,7
9,0.10362539291381836,0.0589080235495939,0.0005996227264404297,0.0004895917713882614,relu,0.0001,"(10, 10)",lbfgs,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-2.9895700292938123,-3.5344051097965363,-1.6007405949546307,-1.044757202354429,-2.519771825410063,-2.3378489523618944,0.9060902754413778,8
33,0.22805213928222656,0.1837207275455718,0.0008012771606445313,0.00040064422718764063,identity,0.001,"(10, 10)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-3.3775647382176817,-3.6641385051874784,-0.7560754060670501,-1.5730971498257296,-2.3410981436555005,-2.342394788590688,1.0887435876864169,9
34,0.18144330978393555,0.3298775501114896,0.000996541976928711,4.456323239309721e-06,identity,0.001,"(30, 30)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-3.3775524937221864,-3.6641394515691514,-0.7559054523655413,-1.5730346854391053,-2.3413575751478533,-2.3423979316487675,1.0887997875316668,10
35,0.08262028694152831,0.017053667770765522,0.0007998943328857422,0.0003999472339533424,identity,0.001,"(100, 100)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-3.377561234173071,-3.6641287248008374,-0.7560075529089897,-1.5730228982741383,-2.3413304039199723,-2.3424101628154017,1.0887707625634715,11
32,0.13303194046020508,0.14439086493748904,0.0011997699737548828,0.0004007584243445766,identity,0.001,"(100,)",lbfgs,"{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-3.377552373125396,-3.6641597748099377,-0.7560215198548227,-1.5730355189328202,-2.3412945539959846,-2.3424127481437926,1.0887707698213194,12
13,0.028209781646728514,0.030921491328292208,0.0007995128631591797,0.0003997643197767528,relu,0.001,"(30,)",lbfgs,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-3.3775555977954843,-3.664138746357361,-0.7560197901918962,-1.5730190750972672,-2.341333737645886,-2.3424133894175787,1.0887690975559206,13
28,0.03340835571289062,0.02298840323223011,0.0008008956909179687,0.00040045377890907634,identity,0.0001,"(30, 30)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-3.3775607631011875,-3.664145096406849,-0.756027295589612,-1.5730092234856565,-2.341327032777885,-2.342413882272238,1.0887708280366928,14
29,0.09222493171691895,0.01382204442999252,0.00540013313293457,0.009307845394128699,identity,0.0001,"(100, 100)",lbfgs,"{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-3.377560558224696,-3.6641514335001952,-0.7560376057008239,-1.5730007716282044,-2.3413223149181754,-2.342414536794419,1.0887705187300176,15
23,0.09822425842285157,0.020974739363219596,0.0012004375457763672,0.0004025743280626689,identity,1e-05,"(100, 100)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-3.3775604811335187,-3.6641526317296336,-0.7560405182124371,-1.57299889647826,-2.341321510277933,-2.3424148075663562,1.088770211457526,16
21,0.013202714920043945,0.0024016263424741493,0.001399993896484375,0.0007979872193234989,identity,1e-05,"(10, 10)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-3.3775620402710267,-3.6641477745417266,-0.756037928046903,-1.5730056774537484,-2.3413237200042873,-2.3424154280635383,1.0887691245815443,17
22,0.02560763359069824,0.005354015142294712,0.0010004520416259765,3.1064028692059194e-06,identity,1e-05,"(30, 30)",lbfgs,"{'activation': 'identity', 'alpha': 1e-05, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-3.3775618784230907,-3.6641470815920956,-0.7560392582970035,-1.5730065233390464,-2.341324012962066,-2.3424157509226604,1.088768418304848,18
