,Laser Power [W],Scan Speed [mm/s],Hatch Distance [mm],Duration [s],Average Interlayertemperature [°C]
Mean Permutation Importance (MPI),0.8553824492031006,0.2279376682284673,-0.3866812336774759,-1.0722608541924266,-1.1754495105771785
MPI Standart Derivation,0.4714567668613089,0.7472884484429382,1.195724643212104,0.7769946325395932,0.7144900936545816
