,Laser Power [W],Scan Speed [mm/s],Hatch Distance [mm],Average Interlayertemperature [°C],Duration [s]
Mean Permutation Importance (MPI),2.489996817772881,0.6755863155560159,0.5922317379930562,0.3758088557173233,-0.680691176280838
MPI Standart Derivation,1.8088847043021512,1.5097439604869898,0.728983086840154,0.8309755040011401,0.6783901115046019
