,y_train,y_train_pre,y_test,y_test_pre
0,65.5,65.4987474387055,87.0,89.98219540239552
1,99.8,99.81048987934409,99.9,99.89178087012482
2,99.9,99.87976027869277,100.0,99.94587934600622
3,99.9,99.90092693167074,99.7,99.80077529868717
4,99.8,99.77914902454651,99.4,99.61457384725128
5,100.0,99.85965542519313,99.7,99.54981484489682
6,97.8,97.78969430442987,99.3,99.50416364158556
7,99.9,99.85189496887054,99.9,99.9066321502898
8,98.9,98.94045349187928,97.9,98.94816917608381
9,99.8,99.77528113323982,99.9,99.9072720010864
10,99.6,99.63971898442497,96.8,95.80205928946833
11,99.4,99.40182069462196,,
12,99.9,99.91232302221056,,
13,95.4,95.40460520162921,,
14,99.4,99.32464555233435,,
15,99.9,99.93271148610498,,
16,99.8,99.86373316037796,,
17,97.8,97.79606516462442,,
18,99.8,99.8412795428998,,
19,99.8,99.7766583209621,,
20,99.9,99.92082865794501,,
21,100.0,99.91770961541681,,
22,99.9,99.88878932745945,,
23,100.0,99.91984387729977,,
24,99.9,99.84566397754642,,
25,98.0,97.9934424439306,,
26,99.9,99.88705075252918,,
27,99.8,99.87365264743241,,
28,99.8,99.7973365901509,,
29,100.0,99.90189207328945,,
30,99.3,99.30431471319301,,
31,99.9,99.93508901774786,,
32,97.6,97.60090271545141,,
33,99.5,99.52585139526997,,
34,99.9,99.92515464625617,,
35,99.7,99.86676384551751,,
36,92.5,92.50034143930716,,
37,97.4,97.39805620009099,,
38,99.7,99.75014505551331,,
39,96.9,96.90005574904387,,
40,87.3,87.3012326359104,,
41,99.9,99.93758355119627,,
42,99.5,99.52764083469503,,
