,y_train,y_train_pre,y_test,y_test_pre
0,95.4,95.3989147080081,99.7,100.15298668076625
1,99.9,99.83971023337547,99.8,99.98108064410327
2,97.8,97.80659079160533,97.4,98.75407375006513
3,99.9,99.85677718976628,99.9,99.91543014961418
4,99.9,99.88535143818348,99.8,99.74373708052444
5,65.5,65.49769517353909,99.5,99.90529623009658
6,99.5,99.50206375671368,99.7,99.94462488023227
7,87.3,87.30012056272567,99.9,100.08276722196577
8,99.8,99.83447481004784,100.0,99.92755105991111
9,99.3,99.2957850955564,99.9,99.9764733118638
10,99.7,99.67001823031521,99.9,99.89315832803092
11,98.0,98.00840450154405,,
12,99.9,99.93899026300413,,
13,99.4,99.40519394110049,,
14,99.9,99.90595236487404,,
15,99.4,99.40442365987275,,
16,98.9,98.89960706023247,,
17,87.0,86.99954844383444,,
18,92.5,92.50280216946156,,
19,97.6,97.59902116671364,,
20,99.9,99.88257788872959,,
21,99.8,99.78884840328429,,
22,99.8,99.8229477899905,,
23,96.9,96.89406309309972,,
24,99.9,99.89277138881751,,
25,99.8,99.80387851385096,,
26,99.7,99.83836266042185,,
27,100.0,100.01499717873615,,
28,99.8,99.87690219198488,,
29,100.0,99.97481242330709,,
30,99.8,99.76736128719223,,
31,99.9,99.8440788245876,,
32,97.9,97.92571523569511,,
33,99.9,99.84663440778667,,
34,97.8,97.77774716804397,,
35,99.4,99.39523426713724,,
36,99.6,99.62443082859163,,
37,99.9,99.90066492366223,,
38,100.0,99.98334989584659,,
39,100.0,100.0055249931565,,
40,99.3,99.29107349372059,,
41,96.8,96.79475272726903,,
42,99.9,99.90221206139768,,
