,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
38,0.6661464691162109,0.09328454153413294,0.0008014202117919922,0.00040071249972089336,logistic,1e-05,"(100,)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-3.279144749413901,-0.5488939203798414,-0.6017906632540561,-0.445765357876027,-0.5461476031516089,-1.0843484588150871,1.098558408447706,1
39,0.5669318675994873,0.3268824656714254,0.0007994651794433593,0.00039974033974350963,logistic,1e-05,"(10, 10)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-1.2933991675724268,-2.074168086923776,-0.739514550421333,-0.19680466830726798,-1.196261609023337,-1.1000296164496284,0.6231186980237403,2
47,3.741052198410034,1.8926201865564984,0.000997781753540039,2.5898886898041285e-06,logistic,0.0001,"(100, 100)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-2.1989100334487994,-1.4608470067452655,-1.1526934746856556,-0.4469739151655572,-0.7588898439412186,-1.2036628547972992,0.6049230851741276,3
59,3.8938838481903075,2.175184338179062,0.0009989261627197266,3.0510126634686265e-06,tanh,1e-05,"(100, 100)",lbfgs,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-2.9585136983652736,-1.3613109069134368,-0.31496804434461967,-0.8120346825679859,-0.8015687543456251,-1.249679217307388,0.9163621140620318,4
36,0.17903990745544435,0.08342094399619929,0.001003122329711914,1.6831743807528296e-06,logistic,1e-05,"(10,)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-2.5894193891266153,-2.4911183576430354,-0.6665104211401789,-0.20794265870868756,-0.6340061981081235,-1.3177994049453283,1.0116548063681106,5
71,8.828200960159302,0.6526605864560443,0.0007995128631591797,0.00039975729541408804,tanh,0.001,"(100, 100)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-4.760781027981374,-0.9473552645181315,-0.5266397366659133,-0.6017213856651111,-0.8141182389860044,-1.530123130763307,1.6222416936057984,6
68,2.030859661102295,0.15014952609955243,0.00040149688720703125,0.0004917331261794089,tanh,0.001,"(100,)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-5.136173697478584,-0.3622174833630052,-0.9105644218869707,-0.5421618793101697,-0.7549257174005009,-1.541208639887846,1.8070883379722245,7
62,1.8004116058349608,0.2730376249928997,0.0010014057159423828,1.4728017055016043e-06,tanh,0.0001,"(100,)",lbfgs,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-4.4946354754090425,-0.8721391407296363,-0.5058802405087501,-0.47378530126358726,-1.597777706081261,-1.5888435727984553,1.5082132588572617,8
46,1.7640067100524903,0.35740011860065746,0.0008009910583496094,0.00040049741687550063,logistic,0.0001,"(30, 30)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-5.8610972676223065,-0.48407434067527527,-0.4661500972371049,-0.5453498328273144,-0.7637887340793212,-1.6240920544882644,2.1211548611167337,9
56,0.748372220993042,0.04476823163575065,0.0009987354278564453,2.148414674009096e-06,tanh,1e-05,"(100,)",lbfgs,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-4.392116864133505,-1.5644470001497472,-1.04142279738029,-0.2823094908318355,-0.8626457651686924,-1.6285883835328139,1.4411871604530726,10
52,3.0216903686523438,1.0935582626926728,0.0007990360260009766,0.00039954280807630896,logistic,0.001,"(30, 30)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-5.5333866695809695,-1.203683121177818,-0.37043185143317475,-0.3889813159580995,-0.6572095182510295,-1.6307384952802182,1.9743926389125972,11
5,2.376742219924927,0.7434013379635394,0.0004002094268798828,0.0004901545880167128,relu,1e-05,"(100, 100)",lbfgs,"{'activation': 'relu', 'alpha': 1e-05, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-3.6289892267873767,-2.086825720751103,-0.4193582552185457,-0.36678320637608064,-2.058492247810814,-1.7120897313887837,1.2178612200320107,12
37,0.3798863410949707,0.10414496670603968,0.0007997989654541015,0.00039990461054860774,logistic,1e-05,"(30,)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-5.806478387557318,-0.9620710416981682,-0.5960784576217029,-0.4247255807416528,-0.8948685780930853,-1.7368444091423854,2.044217237244318,13
41,2.4657584190368653,1.2806061311962966,0.0007992267608642578,0.000399619962813182,logistic,1e-05,"(100, 100)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-4.382717669186713,-0.8030149001276454,-1.6836226320379426,-0.5206410054489412,-1.3014735925503103,-1.7382939598703104,1.381608003653096,14
44,1.8162090301513671,0.41398863167644506,0.00020003318786621094,0.0004000663757324219,logistic,0.0001,"(100,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-4.209860420064362,-1.6526329418247543,-1.400183670431087,-0.772184078605299,-0.8533318418809432,-1.777638590561289,1.260085981044667,15
45,0.9370126247406005,0.3750014804231799,0.0004000663757324219,0.000489979334704009,logistic,0.0001,"(10, 10)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-4.313359478699073,-0.8877877924245312,-2.481778267640679,-0.4242601967729152,-0.850590346473749,-1.7915552164021897,1.4427481215780793,16
43,0.6443457126617431,0.0785561435272437,0.00019979476928710938,0.00039958953857421875,logistic,0.0001,"(30,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-5.365645570830891,-1.5222204222763414,-1.1276966349446016,-0.3418820582786932,-0.6506336071808697,-1.8016156587022796,1.827025978490592,17
49,0.7611702442169189,0.06725582134398227,0.0006010055541992188,0.0004907197523683535,logistic,0.001,"(30,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-5.300131970652897,-1.4152819359481656,-1.137484182366519,-0.5633198162505249,-0.8133427987802548,-1.8459121407996721,1.751010547977496,18
