,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
55,0.45230374336242674,0.13376690948417014,0.0004001617431640625,0.0004900979216084504,tanh,1e-05,"(30,)",lbfgs,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-1.2991256187746703,-0.6795977240491412,-2.5770058866181116,-0.7851026328214782,-0.25019976579395564,-1.1182063256114714,0.8021968478164034,1
41,1.7854038715362548,0.7373583057703383,0.000800466537475586,0.0004002411759417421,logistic,1e-05,"(100, 100)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-3.313259964325074,-0.600212828202715,-1.6356164159643836,-0.43311613538269783,-0.6297033484586821,-1.3223817384667105,1.0820200250594616,2
47,3.2181286811828613,1.11316564013057,0.0010001182556152344,2.1663316138459294e-06,logistic,0.0001,"(100, 100)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-3.623015558116721,-0.5739500940997279,-1.8017266264614522,-0.5205390982224162,-0.3207704095753904,-1.3680003572951414,1.242466015793773,3
53,6.956779623031617,1.0697230390721288,0.0006008625030517578,0.000490602789569214,logistic,0.001,"(100, 100)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-4.814585793119471,-0.7536149829608396,-1.0106773620520448,-0.18237281514415937,-0.18121191698401728,-1.3884925740521061,1.7433404769916172,4
71,11.315764141082763,1.3932506285434219,0.0007997512817382813,0.00039987680651992714,tanh,0.001,"(100, 100)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-4.564378097444128,-0.6424518702802358,-1.3694999720964007,-0.6446400387318,-0.21908430866229467,-1.4880108574429718,1.582055571092471,5
49,0.9000049114227295,0.15573441080609776,0.0005995750427246094,0.0004895528843908551,logistic,0.001,"(30,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-5.08937476191107,-0.6996619920922889,-1.376506929580866,-0.21850057930575645,-0.28460732779514647,-1.5337303181370259,1.8250004979653123,6
38,0.5641270160675049,0.07223387278848724,0.00040063858032226565,0.0004906800465313021,logistic,1e-05,"(100,)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-4.165458040214211,-0.8355276374559243,-1.1398921283693684,-0.8275027998068184,-0.776238967183864,-1.548923914606037,1.3145328093072979,7
37,0.3134716033935547,0.08141635746117072,0.0007997989654541015,0.00039990134125902357,logistic,1e-05,"(30,)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (30,), 'solver': 'lbfgs'}",-3.2275121234648436,-0.45047446738861524,-2.8560066900392513,-0.7986357048023487,-0.5512407468382996,-1.576773946506672,1.2072399036214325,8
52,1.8406208515167237,0.5594812133873651,0.00059967041015625,0.0004896303952455044,logistic,0.001,"(30, 30)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (30, 30), 'solver': 'lbfgs'}",-5.626245443814479,-0.5638838694828939,-1.1563104031547629,-0.6569676557802526,-0.22019406336154485,-1.644720287118787,2.0131678704335942,9
44,1.5231448650360107,0.3873716263509133,0.0007987499237060546,0.0003993760542415964,logistic,0.0001,"(100,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-4.1364938432952005,-0.8567112347518754,-1.8030632355623724,-0.9691565366059178,-0.4928530154065061,-1.6516555731243745,1.314375160514156,10
