,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
38,0.535520076751709,0.09211247598997821,0.0008031845092773438,0.00040159262265578277,logistic,1e-05,"(100,)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-1.3858709343550266,-0.35965406318264387,-0.6714751079415628,-0.3042946509967331,-0.640285163331199,-0.6723159839614331,0.385586443225414,1
47,3.8048654556274415,1.1813564054776884,0.0007988929748535157,0.00039945165308180196,logistic,0.0001,"(100, 100)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-2.377387535445789,-0.6400161375590052,-0.6073349194444452,-0.48519280277527416,-1.2523769287897542,-1.0724616648028538,0.7047606359150294,2
12,0.442901611328125,0.41226807484591366,0.0007994651794433593,0.00039973641498059116,relu,0.001,"(10,)",lbfgs,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-1.5088604827999101,-0.7408213411381112,-0.7966070932111143,-1.3779100592041313,-0.9388449003457872,-1.0726087753398108,0.3123065899005298,3
45,1.409520959854126,0.665148380822243,0.00020060539245605468,0.00040121078491210936,logistic,0.0001,"(10, 10)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-1.0389444967130652,-1.0395407818941296,-0.6847545367335016,-1.5435825306556008,-1.2508645219758316,-1.1115373735944256,0.2823727666916693,4
66,0.9706221103668213,0.13263211227886176,0.0006005764007568359,0.0004903726890748861,tanh,0.001,"(10,)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (10,), 'solver': 'lbfgs'}",-1.6494257735067086,-1.5271825157078374,-0.8444860389028463,-0.6418716380757031,-0.9067956911002628,-1.113952331458672,0.3989679510553901,5
56,0.7775762557983399,0.11261488639935825,0.0006007194519042969,0.0004904858962280918,tanh,1e-05,"(100,)",lbfgs,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-2.052996191524542,-1.0198595572647389,-0.735665463210096,-1.6223809592159248,-0.6562153922421219,-1.2174235126914847,0.5381912530486027,6
51,1.1746678829193116,0.2778408657882908,0.0008003711700439453,0.0004001865615639634,logistic,0.001,"(10, 10)",lbfgs,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-1.6979592044867562,-1.6142719911979726,-0.6341740591622208,-0.9616586621471389,-1.2231349512536314,-1.2262397736495438,0.398407539597904,7
69,2.7338189125061034,0.43212252441497373,0.0006017208099365235,0.0004913046577668107,tanh,0.001,"(10, 10)",lbfgs,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (10, 10), 'solver': 'lbfgs'}",-2.2514514469729328,-1.1526328449639438,-0.7154621101492435,-1.4390104407037665,-0.7737476347418689,-1.2664608955063512,0.5584447288523254,8
44,1.2286746978759766,0.20701210592358038,0.0008014678955078125,0.00040073513927763727,logistic,0.0001,"(100,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'solver': 'lbfgs'}",-1.6129668327913154,-2.145922861861743,-0.7909926928764736,-0.8583196656392055,-1.0908952796077318,-1.299819466555294,0.5121383219878594,9
41,2.639997625350952,0.7235305134106852,0.0008006095886230469,0.0004003074781090456,logistic,1e-05,"(100, 100)",lbfgs,"{'activation': 'logistic', 'alpha': 1e-05, 'hidden_layer_sizes': (100, 100), 'solver': 'lbfgs'}",-2.855938964027566,-1.143161550843102,-0.5439602717150439,-0.46689106482005277,-1.5222647310377224,-1.3064433164886975,0.8672260324230788,10
