,Randomstate,RMSE,MAPE,MSE,Training RMSE
0,1,0.4995361501247298,0.0036535790117331627,0.2495363652814366,1.2397117108503868
1,2,0.9697157079316073,0.0056338623181047326,0.9403485542092983,1.4503984131127352
2,3,0.3584789379998778,0.0026434244856611932,0.12850714898952023,1.2197242453023418
3,4,6.217902631498193,0.029461673116794748,38.66231313479216,0.930943296764972
4,5,1.6116873113937025,0.007988168369906267,2.597535989707461,1.3109630278742095
5,6,0.7972530098428039,0.005028065055884635,0.63561236170341,1.1498332473035637
6,7,0.7241799942900036,0.004041646911398108,0.5244366641298697,1.1719265269547894
7,8,1.789758963606533,0.00760290167083007,3.2032371478099306,1.0217279373438628
8,9,3.0317425732041423,0.012375349472405588,9.191463030178475,1.0198063531948751
9,10,4.807935336409582,0.02876982436505995,23.116242199095915,0.8156052692325464
10,11,1.6546762655054852,0.00992843440028421,2.737953543627179,2.1023189739825043
11,12,0.18602333799926787,0.0013064908741157687,0.034604682280389855,1.4062875563930999
12,13,1.4314357666737263,0.00894588604744975,2.049008354112799,1.1576570950856229
13,14,2.576534174150201,0.014145436592542526,6.638528350563859,0.8909854166826456
14,15,5.727323901768835,0.029641934131068512,32.80223907577259,0.9842577815993468
15,16,1.962583486372344,0.008728831075808784,3.851733940981424,1.030617724237252
16,17,4.396987686653194,0.02279761036274713,19.333500716579806,1.2653410685953141
17,18,0.421647928437738,0.0027785169238614205,0.17778697555583586,0.9823864815992245
18,19,5.907836639673183,0.028104718315286114,34.90253376106493,0.8234922132104009
19,20,2.7509452614255574,0.012056729588956637,7.567699831359729,1.0958227127478548
20,21,2.186392120608294,0.00954618491397045,4.780310505058033,0.9595813550276946
21,22,0.46229943476439406,0.0030359491782984234,0.21372076738347826,1.3498121404499916
22,23,1.1236340928377975,0.006587511292670999,1.2625535745874201,0.804009109269322
23,24,0.7013794961056204,0.002987442143130417,0.4919331975573741,1.7973305371998287
24,25,1.0372240440811251,0.0056432265400538075,1.075833717620004,1.4401913320835955
25,26,5.600401044168504,0.028510489542577355,31.364491855523667,0.793814066838375
26,27,6.628261523704965,0.03786395468107807,43.93385082662766,0.9746111743782832
