,y_train,y_train_pre,y_test,y_test_pre
0,99.3,99.29914714758333,99.9,98.17998106508581
1,99.8,99.81703052873458,99.8,99.8482438353529
2,99.8,99.78446159729178,99.9,99.98284748649836
3,100.0,99.99647824082035,100.0,100.06173862724887
4,99.9,99.90819852575252,100.0,99.25312646777081
5,98.0,97.99850641046616,99.6,99.50344009012208
6,96.8,96.8037908677024,97.8,72.18977526739836
7,97.4,97.40789808259858,99.8,99.54002868310036
8,97.6,97.60130247968418,99.7,99.88602336409716
9,99.7,99.69966925194153,99.4,99.53281080678937
10,99.9,99.93995839285704,95.4,88.90219378827081
11,99.9,99.90053323196996,,
12,99.9,99.90014212409264,,
13,99.9,99.89644735975158,,
14,99.9,99.90712801316695,,
15,100.0,99.99623706983118,,
16,99.4,99.3924806511375,,
17,99.5,99.4856325444672,,
18,97.9,97.89660724349356,,
19,99.9,99.86045987927928,,
20,99.8,99.80105687521122,,
21,65.5,65.50033904973967,,
22,96.9,96.89892453110467,,
23,99.4,99.39940063217792,,
24,99.9,99.9242437992904,,
25,99.9,99.88985683919022,,
26,99.7,99.6977538969866,,
27,97.8,97.79760643928608,,
28,99.9,99.90012036196367,,
29,99.9,99.899316493756,,
30,87.0,87.0011616897359,,
31,99.8,99.79591657325302,,
32,99.3,99.3018299093978,,
33,98.9,98.9103380859451,,
34,99.9,99.8759528269067,,
35,99.7,99.6956690368389,,
36,99.9,99.8874632436001,,
37,100.0,100.01960239632886,,
38,87.3,87.29916041616673,,
39,99.8,99.80299301996662,,
40,99.5,99.50066313779266,,
41,99.8,99.80810532203148,,
42,92.5,92.49822916599034,,
