,y_train,y_train_pre,y_test,y_test_pre
0,99.9,99.91511877564153,99.8,99.81049428853805
1,99.5,99.50303075798115,97.4,98.36128859551002
2,99.8,99.7952260513342,99.5,99.52676258783237
3,99.4,99.39645108021503,100.0,99.90915643024519
4,99.8,99.7822460931784,99.9,99.9447225675724
5,99.7,99.69724835363678,98.0,98.35326284557146
6,99.9,99.89547846730574,100.0,99.49527216869782
7,99.9,99.89917734720657,65.5,84.41798387743017
8,99.8,99.82840143663347,97.8,97.34690800996432
9,96.8,96.79905578884683,97.6,99.26032965082808
10,87.3,87.30134842899702,99.7,99.43991535200982
11,99.3,99.30652611378659,,
12,99.9,99.90412487414463,,
13,100.0,100.00999210115924,,
14,100.0,99.99114736344433,,
15,92.5,92.49930444485227,,
16,99.9,99.90078854635397,,
17,99.7,99.71521405225684,,
18,99.9,99.89651652336588,,
19,99.9,99.91214708129056,,
20,95.4,95.39923149206082,,
21,99.9,99.91462658418783,,
22,97.8,97.80061127068423,,
23,99.9,99.87717647071418,,
24,99.8,99.78663661269869,,
25,99.8,99.81326698014618,,
26,99.8,99.79713612620816,,
27,99.9,99.91106973038217,,
28,96.9,96.89942374964951,,
29,99.9,99.87105889884259,,
30,99.9,99.89650696106992,,
31,99.6,99.60234595351344,,
32,99.7,99.70087040981494,,
33,87.0,87.00077194014767,,
34,99.9,99.88535792474988,,
35,98.9,98.89928067119834,,
36,100.0,99.99813764812109,,
37,99.9,99.90110713631267,,
38,99.8,99.79530422961139,,
39,99.4,99.39775167692778,,
40,99.3,99.30100161819072,,
41,99.4,99.39941971174323,,
42,97.9,97.90055801161958,,
