,y_train,y_train_pre,y_test,y_test_pre
0,99.9,99.886307989372,99.9,99.93449322385845
1,100.0,99.88917527954803,99.4,99.5775200846015
2,99.9,99.89027565001943,99.8,99.83166887850922
3,99.9,99.89545553597137,99.7,99.88943957631238
4,97.6,97.59814147312329,99.5,99.81951516165714
5,99.9,99.89018264590013,96.9,95.22385594226137
6,99.9,99.91173157278459,99.9,99.77127216554001
7,99.6,99.59765157940028,99.9,100.2134551278973
8,99.9,99.89152944543154,99.3,99.19865838043201
9,97.8,97.80232368439624,99.9,99.60759407413941
10,100.0,99.8791658071092,98.0,95.92084191900595
11,97.8,97.78189686011669,,
12,98.9,98.89788513253124,,
13,65.5,65.50024090534654,,
14,96.8,96.80065896586716,,
15,99.8,99.86192604416502,,
16,99.9,99.89014934787593,,
17,99.9,99.88880234241324,,
18,100.0,99.8905925367508,,
19,99.8,99.8573866394664,,
20,99.8,99.82090825276666,,
21,99.8,99.77241055596227,,
22,92.5,92.49930690640333,,
23,99.8,99.81674630260986,,
24,99.9,99.88870743154447,,
25,99.3,99.30665506881385,,
26,97.9,97.92144703165422,,
27,99.7,99.88412365885783,,
28,99.7,99.69163750929579,,
29,97.4,97.40024445547621,,
30,99.7,99.890290928273,,
31,99.9,99.88962038710505,,
32,100.0,99.88443773572645,,
33,95.4,95.39444799933784,,
34,99.8,99.87577412597142,,
35,99.9,99.8862628730501,,
36,99.4,99.39012595245347,,
37,100.0,99.88849163054786,,
38,87.0,87.0003322367406,,
39,99.4,99.39971520289711,,
40,87.3,87.3012277163902,,
41,99.8,99.8858671181148,,
42,99.5,99.50981709702721,,
