,y_train,y_train_pre,y_test,y_test_pre
0,99.4,99.15097473432435,99.9,99.61930883829227
1,96.8,99.57408936325193,99.7,99.23921498503863
2,99.7,99.53303187618052,99.8,99.27824855228083
3,99.9,99.70974778837294,99.8,99.53303187618052
4,97.8,99.35631568676523,99.9,99.1996729667051
5,100.0,99.41593117445392,96.9,92.54351971046945
6,99.9,99.41593117445392,99.9,99.6645283133326
7,99.6,99.31728211952303,99.8,99.53303187618052
8,99.9,99.23921498503863,99.8,99.49399830893832
9,99.9,99.45496474169613,100.0,99.57408936325193
10,97.8,92.54351971046945,99.9,99.45496474169613
11,99.5,96.6687279773359,,
12,99.8,99.27824855228083,,
13,99.4,99.35631568676523,,
14,98.9,99.35631568676523,,
15,87.3,92.54351971046945,,
16,87.0,82.62235559739183,,
17,99.5,99.61930883829227,,
18,99.7,99.49399830893833,,
19,97.4,99.37689760721172,,
20,95.4,82.62235559739183,,
21,99.7,99.1996729667051,,
22,99.8,99.23921498503863,,
23,99.9,99.41593117445392,,
24,92.5,96.6687279773359,,
25,97.6,99.15097473432435,,
26,99.3,99.31728211952303,,
27,99.8,99.37689760721172,,
28,98.0,96.6687279773359,,
29,100.0,99.61930883829227,,
30,99.9,99.37689760721172,,
31,99.9,99.57408936325193,,
32,97.9,99.31728211952303,,
33,100.0,99.1996729667051,,
34,99.9,99.6645283133326,,
35,99.4,99.27824855228083,,
36,99.3,99.15097473432435,,
37,99.8,99.49399830893833,,
38,99.9,99.70974778837294,,
39,100.0,99.45496474169613,,
40,99.9,99.70974778837292,,
41,99.9,99.6645283133326,,
42,65.5,82.62235559739183,,
