,y_train,y_train_pre,y_test,y_test_pre
0,99.7,99.62386380875442,99.8,99.52442114136757
1,87.0,91.12805909405832,65.5,91.12805909405832
2,98.0,96.74409979133442,99.8,99.62386380875442
3,98.9,98.80720119557144,97.4,99.52442114136757
4,99.8,99.66620660666274,100.0,99.95254174369317
5,99.9,100.0748897772667,99.7,99.77420579825854
6,99.9,99.97797749585729,100.0,99.92454778776262
7,99.7,99.66620660666274,99.9,99.92454778776262
8,99.4,99.3798714696323,99.9,99.66620660666273
9,99.4,98.76170495756064,99.9,98.29639320906531
10,99.8,99.62386380875442,100.0,100.07488977726672
11,99.9,100.0748897772667,,
12,100.0,99.84868662679624,,
13,99.4,98.80720119557144,,
14,99.9,99.52442114136757,,
15,96.9,94.07456136751257,,
16,87.3,94.07456136751257,,
17,97.8,98.80720119557144,,
18,99.9,99.8276355063532,,
19,99.8,99.77420579825854,,
20,96.8,98.29639320906533,,
21,99.9,99.8276355063532,,
22,99.6,99.09353633260186,,
23,99.9,99.8276355063532,,
24,95.4,91.12805909405832,,
25,99.5,99.84868662679624,,
26,99.9,99.97797749585729,,
27,99.9,99.95254174369317,,
28,97.6,98.76170495756064,,
29,99.7,99.95254174369317,,
30,99.9,99.84868662679624,,
31,99.8,99.3798714696323,,
32,99.9,99.97797749585729,,
33,97.9,99.09353633260186,,
34,99.8,99.3798714696323,,
35,99.3,99.09353633260186,,
36,99.3,98.76170495756064,,
37,100.0,98.29639320906533,,
38,92.5,96.74409979133442,,
39,99.8,99.77420579825854,,
40,97.8,94.0745613675126,,
41,99.5,96.74409979133443,,
42,99.9,99.92454778776262,,
