,0,1,2,3
0,1.0,7.0,0.005214741095421749,2.0
1,2.0,3.0,0.07098804153972282,2.0
2,8.0,9.0,0.11021369023135148,4.0
3,0.0,5.0,0.30611133351128916,2.0
4,4.0,10.0,0.33906149399406355,5.0
5,6.0,11.0,0.8354049214810065,3.0
6,12.0,13.0,1.0450144742213656,8.0
