,Laser Power [W],Scan Speed [mm/s],Hatch Distance [mm],Average Interlayertemperature [°C],Duration [s]
Mean Permutation Importance (MPI),4.289686983589003,2.9637481297536703,2.1285545320136507,0.0038481705818285694,-0.2738884713976733
MPI Standart Derivation,2.5229405694703355,2.138345677522431,1.8345884768538119,0.7373749695587645,0.2032357217542798
